text	classify
جیسے ایکسٹینشن دی فیٹیف میں بل پاس کروایا عدم اعتماد میں بندے غائب کروا دئیے.. چھپ چھپ کر زبیر عمر کو بوٹ پالشی کیلئے بھیج دیا اور بیماری کا ڈرامہ کر کے ملک سے مفرور ہوئے..😆😅	1.0
طبیعت پھر کچھ خراب ہے  لگتا ہے پھر کسی نے دیکھ کر ماشاءاللہ نہیں کہا 🥰😁🤣	1.0
چوہدریوں کی بھی اقسام ہوتے؛اگرکوئی سمجھتاہےکہ جاری ادایئگیوں کےتوازن تجارت کاخسارہ اورجہازی حجم کاغیرملکی جیسےمسائل چائےکی پیالیوں بسکٹ کی بچت سےدرست کئےجاسکتےہیں توایک مقامی ضرب المثل کےمطابق مردےکی مونچھیں مونڈے سےجنازےکابوجھ کم نہیں ہوتا 🙏نوٹ آپ سےگزارش ہمیں بھی فالوکریں	0.0
اسے اپنی ایل سی ڈی کی فکر تھی 😂😂	0.0
فوج ہے تو ہم محفوظ❤️فوج اور ہم لازم و ملظوم👍👍👍👍 فوج_ہے_تو_پاکستان_ہے	0.0
خوشخبری سنانے والے کیڑا بھی مہنگائی نے چیخیں نکال دیں 😂	0.0
اچھا اچھا سہی چلے اللہ پاک سب کو ہدایت کریں اب کیا کہہ سکتے😊🙂	0.0
آمین 🌸 انشاءاللہ اب نہیں آئے گا کوئی شک یا غلط فہمی 😊	0.0
جسوقت نواز شریف صاحب ضیاالحق کی آمرانہ گود میں پرورش پا رھے تھے کاش اسوقت انکو ووٹ کے تقدس کا خیال آ گیا ھوتا ہے تو شاید آج ووٹ_کو_عزت دو کے نعرے اپنے سیاسی عزائم کی تکمیل کے لیۓ نا لگتے😊	1.0
کوئی مانے نہ مانے آنے والا دور مصطفیٰ کمال بھائی کا ہے جو وزن جو نظریہ پی ایس پی پی کا ہے اگر سمجھنے کی کوشیش کریں تو اس نظریہ سے اب تک کراچی کی عوام کو بہت فائدہ ہوا ہے اور انشااللہ ۔۔۔۔۔۔۔۔🇵🇰🇵🇰	0.0
اب بس انشاءاللہ ایک ہی آواز سنائی دے گی ہر طرف  ووٹ کو عزت دو	0.0
 پاکستانی تاریخ صرف نوازشریف کو یہ اعزاز حاصل ھوا ھے کہ ان کا بیانیہ لوئر کلاس میں بھی پاپولر ھورھا ھے۔۔۔💖🌹💖 '' وؤٹ کو عز…	1.0
 ایک تلخ حقیقت ○جب حکام پر علماء کرام کی ہیبت رہے گی تب تک حکام میں خیر غالب رہے گی ● اور جب حکام پر علماء کی ہیبت وقار خ…	0.0
 امام جعفر صادق علیہ السلام نے فرمایا 🌿 جو شخص رنج و غم محسوس کرے اور اسے معلوم نہ ہو کہ ایسا کیوں ہے اور کہاں سے ہے …	0.0
ہہہہہہہہہہہہہہہہہہہہہہہہہہہہہہہ🤣😹😹💕	0.0
😁😁😁😁ٹائٹ	0.0
🌺الْاَوَّلُ🌺 سب سے پہلے، جو ہر چیز کے وجود میں آنے سے پہلے بھی موجود تھا۔ ادب_کا_سفر	0.0
پلیز ایک دفعہ پڑہ کر ریٹویٹ کرے ❤😍 لَّا إِلَٰهَ إِلَّا أَنتَ سُبْحَانَكَ إِنِّي كُنْتُ مِنَ الظَّالِمِنَ ۔۔ آمین۔۔۔...	0.0
اسے کہنا سدا موسم بہاروں کے نہیں رہتے سبھی پتے بکھرتے ہیں ہوا جب رقص کرتی ہے💔	0.0
میں معصوم ہو ں👊👊	0.0
جلسے کے آٹھ ہزار لوگوں کو گیارہ پے تقسیم کیا جاۓ تو فی پارٹی سات سات سو لوگ آتے ہیں 😂 نسلی_چوروں_ک_افلاپ_جلسہ	1.0
کسی دن منے کی ٹی ایل پر جنگ کرتے ہیں 😁	1.0
چوھدری ٹھیک کہہ رھا ھے معاملات اب جس سمت میں `` ٹھیک '' جا رھے ہیں ، عام پاکستانی بھی عمران خان سے اتفاق کرتا ھے اس سڑک کے آخر میں جو کچھ بھی منتظر ھے وہ اپوزیشن کے لیے یقینا '' بہت بُرا ھے، عمران خان کے پاس کھونے کو کچھ نہیں احتساب ھم کریں یا فوج ، بات ایک ہی ھے😀	0.0
ارے واہ۔۔۔ بروقت۔۔۔۔ برملا۔۔ بہت خوب۔۔۔۔👌	0.0
توبہ جی دسسسس کلو😝	1.0
😂😂😂😂😂🤣🙊🙈🙈🙈🙈🙈 ہاں ہر ظلم برداشت	0.0
میرا تے منے دا ناں پہلاں پہلاں کیوں ۔۔۔ 😕	0.0
پشاور بی آر ٹی ۔PTI نے بڑا فیصلہ کرلیا صرف سردیوں میں چلا کرے گی گرمیوں میں بسوں میں آگ لگ جاتی ہے	1.0
 السلام علیکم🌹🌾 ہر مثبت خیال اس خاموشی `` دعا `` کی مانند ہوتا ہے جو زندگی بدلنے کی طاقت رکھتا ہے صبح_بخیر_زندگی🌹🌾	0.0
 امام زین العابدین علیہ السلام نے فرمایا '' صدقہ سائل تک پہنچنے سے پہلے الله تک پہنچ جاتا ہے '' طبقات ج 5 ص 160 ❤️🌹🌺🌻🌼🌷❤️	0.0
جتنے لوگ ادھر دیندار ہیں اس سے آدھے اگر سوشل میڈیا سے ہٹ کر اصل زندگی میں ہو جائیں تو کیا ہی بات ھے 😷	1.0
مدینہ دور ہے لیکن جانا ضرور ہے♥️ Inshallah✨	0.0
@nawaey_sarosh معاشی صورتِ حال دن بدن ابتر ہوتی چلی جا رہی ہے، مہنگائی عروج پہ ہے، گھروں میں عورتیں اور بچے محفوظ نہیں،  جرائم کا تناسب بڑھتا جا رہا ہے اور ہمیں زبان کی چاشنی کا خبط ہے۔ قوم کی ترجیہات ! #sarcasm intended	1.0
میر صاحب۔۔۔ ان صاحب کی باتیں مجھ جیسے عام بندے کو پتہ چل جاتی ہیں کہ جھوٹ ہیں ۔ کبھی انکو رسپونس دینے کہ قابل بھی نہیں سمجھا آپ بھی اس کی شرلیاں انجوائے کریں روز ہی لمبی لمبی اور بے سرو پا چھوڑتے ہیں۔ 🤣🤣😂	0.0
آپ لوگ آستین کی بات کرتے ہو میں نے دل میں سانپ پالے ہیں ... .🔥😂	1.0
وہ بھی کیا سین ھوگا جب شوہر بیوی کے سامنے 70 حوروں کے جھرمٹ میں بیٹھا ھوگا😍	0.0
آپکے اور میرے اک دکان سے ہی آتے ہیں یاد کریں 😂🤣😂	0.0
بیوی عزت کرتی نہیں اور چلا ہے ووٹ کو عزت دلوانے😂	1.0
بھائی صاحب یہ عثمان مولوی مبشر ہے پتا نہیں کس بندے کی تصویر لگا رکھی ہے ۔یہ۔مولوی مبشر کبھی ام کبھی بنت ۔کبھی اس شکل میں بھی ملے گا آپ کو اس لئے سیرس نا لیں 😂😂😂😂😂😂😂 صرف انکی بونگیاں انجوائے کریں	1.0
کھسری عنبر کا بس نہیں چلا ورنہ CM Sindh کی پریس کانفرنس میں کپڑے اتار کر ڈانس کرتیں 	1.0
KhanTheOneManArmy '' وزیراعظم عمران خان نے نوازشریف کو پاکستان واپس لانے کا حتمی فیصلہ کرلیا یے اور برطانوی حکومت سے ہر سطح پر بات کرنے کا فیصلہ کیا '' ♥️	1.0
واہ 👍	0.0
 جیسے میرے سرکار ہیں ایسا نہیں کوئی⁦ صلوعلیہوآلہ	0.0
کراچی میں حالات خراب کرنے کی کوشش کی جا رہی ہے 😑😑😑	0.0
وقت ایک دن پلٹا کھا ہی جاتا ہے🥀🥀 اکڑ والے بھی تہجد میں رو پڑتے ہیں 😔💘	0.0
ایڈی اے مشوم😂😂😂	0.0
 جن لوگ محض ایک کیڑا نہی پال سکتے، وہ بھی چار چار جانو کو پالنے کے دعوے کر رہے پھرتے ہیں 😂	1.0
 سر آپ نے تو غزوۂ ہِند کرنا تھا ، آپ غزوۂ سندھ کر رہے ہیں۔ 😐	0.0
کوئی مانے نہ مانے پاکستان کے تمام مسائل کا حل اور عزت کے ساتھ جینے کا نسخہ ایک ہی نعرے میں پوشیدہ ہے اور وہ ہے ❤️ووٹ کو عزت دو ''	1.0
میں ذوالجلال کے علم پاک پہ یوں دید ٹکائی بیٹھی ہوں جیسے خدا روبرو ہے✍🏻😍❤️	0.0
وہ رپلائی تک نہیں کرتی 😒 اور میں اس سے 17 بچوں کی امید لگاے بیٹھا ہوں 🤣🤣	0.0
ھاھاھاھاھاھاھا یہ یادگار میں اپنے والد گرامی کی شاعری سنا کر پیسےمانگا کریں گے 😂😂😂😂😂	0.0
ایک ہماری نانی ہے جو اب بچوں کیطرح فرمائش کرنے لگی ہے کہ مجھے سمسنگ کا ٹچ موبائل خرید کے دیں ایتھے رکھ😂	0.0
پٹواریوں کی ایک یہ عادت بہت اچھی ہے😉 ایک ریٹویٹ پر ہی خوش ہو جاتے ہیں😂 پٹواریوں_کی_مادرملت	1.0
تمہاری پارٹی کے سندھ سے جو لوگ ہیں ان کو ہم کچھ نہیں کہں سکتے باقی جو سندھی میمبرز ہیں ان کو اب سندھ کی عوام نہیں بکشے گی یاد رکھنا تاریخ لکھ گئی ہے اب اس کو کوئی مٹا نہیں سکتا۔ سندھ سلامت ساتھ سلامت ✌️❤️ WelldoneShaheryarShar	0.0
وہ تو۔ اپنا چائے کا کپ کسی کو نہیں دیتی مرشد ❤️ مجھے کیا خاک کسی کا ہونے دیگی۔ 🥀😂	0.0
مار دیتے ہیں کبھی کبھی خود کے ہی انتخاب 🍂 اردو۔	0.0
طالبان کے وفد سے مدد لے لیں فوری انصاف اور حقیقت واضح ہو جائیگی خوش قسمتی سے آجکل پھر سے پاکستان میں پاۓ جاتے ہیں 😀	1.0
جتنا چونا سارا سال لڑکے لڑکیوں کو لگاتے ہیں اس چونے کٹھ جگہ اگر ہمارے کمپنی کا ڈسٹمبر استعمال کرتے ہیں تو شاید آج وہ کمپنی عروج پر ہوتی ہے ۔۔۔ 😂😂	1.0
 لیں جی ٹوٹل 7 وڈیوز ہیں جن کے وایرل ہونے سے پوری سیاست پلٹ سکتی ہے `` '' خان صاحب گھبرا لیں 2 آپکی بھی ہیں 😄😃	1.0
میلاد النبی ﷺ کی لائٹ میں بہت پاور ہوتا ہے ... ❤️ روشنی ہمارے یہاں ہوتی ہے اور کرنٹ کہیں اور لگتا ہے	0.0
منہ بیگن جیسا ہے۔۔۔۔۔😱😬🕺🕺	0.0
ہاں یہ بھی ہے 😍	0.0
اسے پنجابی میں گٹھے لا کے چھتر پھیرنا کہتے ہیں 😂	1.0
 اردو ہماری پہچان ... ❤	0.0
میڈم آپ کو گھبرانے کی ضرورت نہیں ہے کیونکہ آپ کی کمائی تنظیم سازی سے ہوتی ہے🙈	1.0
یہ اسمبلی بغیر ڈیزل کے چل رہی ہے کیونکہ اِسکو گدھا '' چلا رہا ھے گدھے کو ڈیزل کی نہیں `` ڈنڈے '' کی ضرورت ہوتی ہے 🤣😂😂😂	1.0
ربِ ہنستا ہوا رکھے تم کو. تم تو ہنسنے کی عادی ہو. ♥️♥️ سالگرہ مبارک 🎂 Happy Bihday 🎁🎁 8 da go 🎈	0.0
اک ڈنڈا تے گیارہ جھنڈے۔۔۔😂🤣😁 جنوں سمجھ لگی اُنوں۔۔۔۔🤪 اک پپی اِدھر تے اک پپی اُدھر۔۔۔۔😆	1.0
آدھا کلو کے دو آنڈے کلو میں چار انڈے😅😁😂	1.0
جس رفتار سے نوازشریف کی غداری عوام کے سامنے آرہی ہے لگتا ہے 2023تک نمک حرام غدار نوازشریف کو صرف انڈیا والے ووٹ دینگے	1.0
جب کوۂی پسند آ جاۓ تو دوسروں سے نہیں پوچھتے کہ وه کیسا هے 💔	0.0
آپ میں زیادہ کیا ہے؟؟ 👀 1 غصہ 2 پیار 3 نفرت 4 نخرے 5 بدتمیزی 6 معصومیت 7 انا	0.0
میں نے بلاول زرداری کا نام ہھی نہیں لیا توبہ ھے اب بندہ مذاق بھی نہ کرے😒😒😒	0.0
 مل کر ان سے کیا ہوا حاصل مفت میں زندگی اداس کر بیٹھے 🖤🙃❤️	0.0
اس نے کہا بڑے بدل گئے ہو تم میں نے بھی کہہ دیا سافٹ وئیر مکس اپڈیٹ ہوا ہے 😜	1.0
خوبصورت لوگ مصروف کيوں ہوتے ہيں؟؟ آپ سوچيں میں ذرا مصروف ہوں😌	0.0
"ایک پر امن پاکستانی شہری عدم تشدد کو فروغ دیتے ہوئے

#Sarcasm https://t.co/f4OuMpZAz2"	1.0
 میں نے سوچا کہ میں سدھر جاؤں🤔 پھر😱 اندر سے آواز آئی 😒معزز صارف آپ میں یہ سہولت موجود نہیں۔ ⁦🤪	1.0
@Ommiyar جو گالیاں دیتا ہے اسے سزا کیو نہیں دیتے الطاف حسین کے اوپر تو بار بار تنقید کرتے ہو اپ لوگ اسکا مطلب تو یہ ہوا دنیا آپکو گالی دے بس الطاف حسین نہ ہو ورنہ غایاب کر دیا جاےگا	0.0
 شرم سے ڈوب مرنے کا مقام پاکستان کے مومن ججز انصاف کرنے میں 128 ممالک میں سے 118 نمبر پر آگۓ😢 اور بیلجیم کے کافر ججز پہل…	0.0
السلام علیکم ورحمتہ اللہ وبرکاتہ 🙂⁦♥️⁩	0.0
وہیں زندگی کے حسیں خواب ٹوٹے میرے ہمسفر تم جہاں ہم سے روٹھے ⁧😐	0.0
 سندھ میں اتنی بڑی خبریں چل رہی آپ چھوٹی چھوٹی خبریں لے کر گھوم رہے آپکا بھی جواب نہیں باجوہ کی ب ماری گئ ہے 😬	1.0
شکر کریں لفافے یہ نہیں کہہ رہے کہ سندھ حکومت کی ناکامی پہ بزدار کو مستعفی ہونا چاہیے پائین کوئی پتہ نہیں نئیں ایہناں دا 😆	1.0
آرمی چیف نے خود کہا ہوگا کہ اپنا منہ بند رکھنا کوئی نویں بونگی نہ مار دینا.😂😂	0.0
سردار عابد ملہی ... عرف موٹروے 😎😎 😜😜😜😜😜😜😜😜	1.0
وہ بھی کیا سین ھوگا جب شوہر بیوی کے سامنے 70 حوروں کے جھرمٹ میں بیٹھا ھوگا😍	0.0
😂😂🤣🤣 پہلے پہلے ایسے ہی کرتی ہیں لڑکیاں 🙊🙊🙈😂🤣🤣	0.0
"#طنز
کوئی ہندو کوئی مسلم کوئی عیسائی ہے 
سب نے انسان نہ بننے کی قسم کھائی ہے 
#ندا_فاضلی"	1.0
😊 `` خدا کا واسطہ یوتھیو اب تمہیں کوئی ھینڈسم لگے تو اسے بہن کا رشتہ دے دینا ووٹ دیکر ملک کا بیڑا غرق مت کردینا۔۔ '' 🤣🤣🤣🤣	1.0
500 فالورز کا اضافہ کریں لسٹ میں شامل ہونے کے لیے آئی ڈی مینشن کریں  ریٹوئیٹ کریں  ریٹوئیٹ والوں کو فالو کریں اور فالو بیک دیں= ... .۔۔۔۔۔۔ ... ..🌹💚	0.0
 خدا اس بندے پر رحمت کرے جس نے اپنی رحمت کو اپنے سے دور کردیا اور ہوائے نفس کو کنٹرول کیا۔ نہج البلاغہ، ص557 ■ نفس پر…	0.0
خوشخبری ❤️ اپنی اپنی سیٹ بیلٹ باندھ لیں ہم انشاءاللہ بہت جلد پرانے پاکستان میں داخل ہونے والے ہیں 😍	1.0
او پٹواری بلوچستان میں پاکستان کا ویزا کون لے رہا ہے 😂😂😂	1.0
ہا ہا ہا پاکستانی اور کورونا سے ڈر جائیں ناممکن 😀	1.0
اردو سیکھ حیدر 😂	1.0
 میرا مشورہ تو یہ ہے کہ سندھ حکومت کو جزیروں پر ہی بھیج دو اور وہاں لے جاکر ساری کشتیاں واپس لے آو 😂😂 نا رہے کشتی نا ہو سندھ…	1.0
 اپوزیشن کا جلسہ سرکس ھے اور ہم جو 126 دن ڈی چوک پر کرتے تھے وہ مجرا ہوتا تھا نیازی 	1.0
آصف علی زرداری صاحب کے گھوڑے سیب کھاتے تھے باجوہ صاحب کا کھوتا ساری معیشت کھا گیا😂	1.0
اے پیارے ساتھیا❤ تم جب لکھتی ہو ہر حرف روح تک پہنچتا ہے تم ہر حرف محبت کی چاشنی سے سینچتی ہو اسے نم آنکھوں کا پانی دیتی ہو سانسوں کی مہک ڈالتی ہو دل کے جذبوں سے گھولتی ہو اور حسین ہونٹوں کا لمس دیتی ہو 🍃🌼🌿🌸☘	0.0
قسم سے ہنسی نہیں رک رہی 🤣🤣🤣😂😂😂😂	0.0
انشاءاللہ تعالی 🇵🇰♥️	0.0
چل دویں الگ الگ دے دے اینو شید افاقہ ہو جائے 😜📯😂	0.0
جا میں نی بولدا ۔۔ 😩	0.0
لیں آپ نے تو پوسٹ پر ہی میرے ویر کو پکڑ لیا ہے😂😂😂	0.0
"“ ڈبے کا دودھ اسکی ملائی کمال ہے “ 

“ اور سرمہ دانیوں میں سلائی کمال ہے “ 

“ مدت سے کھا رہا ہوں کمائے بغیر میں “ 

“ لیکن ادھر ادھر کی کمائی کمال ہے “ 

#Urdu 

علاء الدین #ہمدم خانزادہ 

@alauddinkhanzad

 سبسکرائب کریں #طنز و #مزاح شاعری 

https://t.co/YPs5kWQGtG

—- https://t.co/CC5ZS5ZpGl"	1.0
بے نظیر جب پہلی بار الیکشن لڑی تو یہ ساجد میر ہی تھا جس نے فتوی دیا تھا کہ جو عورت کوووٹ دے گا وہ دائرہ اسلام سے خارج ھوجائے گا اور پچھلے دنوں یہی ساجد میر مریم کو عظیم لیڈر قرار دے رہاتھا😀	1.0
الھم صل علی محمد وعلی آل محمد 🌹 صل اللہ علیہ وآلہٖ وسلم 🌹	0.0
"وقت فرصت ہے کہاں ، کام ابھی باقی ہے
جسٹن ٹروڈو کے ساتھ سیلفی لینا ابھی باقی ہے

#sarcasm"	1.0
گلی سے آواز آئ 400 روپے میں زندگی بھر بیٹھ کر کھائیے باہر جا کر دیکھا تو چٹائ والا تھا 😅😜😃	1.0
😂😝🤪😜 کپتان دی ہر شے پٹھی ، حرکتاں وانگوں بولنا وی پٹھا😂😝🤪😜	1.0
اج توں بعد بابا جی دی چنگی گلاں لکھیا کرو ، شاید عزت بچ جائے بابے دی 😂	0.0
آپ تو ایسے خوش ہورہی ہو جیسے نیلام گھر میں تمہارا فرج نکلا ہے 🙊🙊🙊	1.0
اس بار لنڈے پر ہاتھ ذرا هولا رکھنا 75 گورے کرونا سے مرے ہیں ۔ ویلا تھاسوچا بتادوں 😅	1.0
نہیں پائین 😎	0.0
درست تجزیہ 😂	0.0
کی اے سعودیہ دے آفیشل باندر 🐒😡🙄	1.0
نواز شریف کی بات کر رہی ہو نہ 🤪😂😜😂😂😂	1.0
سندھ پولیس نے نیوٹن تھرڈ لا آف موشن یاد کروا دیا 😂😂😂 ہر عمل کا ایک ردعمل ہوتا ہے StateAboveStateRejected	1.0
آجا تینوں چوپا لواواں 😂	0.0
	1.0
مونا جی ان ڈبل لئیر والے جانوروں کو گرمیوں میں اے سی بھی رکھنا پڑتا ہے 😰😢	0.0
خان گھسے میں ھے کنجر کو لندن سے گھسیٹ کے لائے گا۔جالی کلچ پلیٹوں کے بہانے باگ گیا لہنتی 🐕🖐👎🤗😜	1.0
اس نے 35 دشت گردوں کو جہنم واصل کیا یہ ہے وہ 22 سالہ نوجوان جس نے ہماری خاطر 22 گولیاں کھائی ❤ إِنَّا لِلّهِ وَإِنَّـا إِلَيْهِ رَاجِعونَ	0.0
اک ڈنڈا تے گیارہ جھنڈے۔۔۔😂🤣😁 جنوں سمجھ لگی اُنوں۔۔۔۔🤪 اک پپی اِدھر تے اک پپی اُدھر۔۔۔۔😆	1.0
تم سے ہے بے انتہا پیار تم قبول ہو مجھے تین بار	0.0
نہیں جناب ابھی بھی ایسا ہوتا ہے۔ کچھ دن انتظار فرمائیں آپ خود دیکھ لیں گے۔ عاشقانِ رسول صلى الله عليه وسلم، سارا سال لوگوں کو دھوکہ دے کر، ملاوٹ کرکے، جھوٹ بول کر اور ناجائز منافع سےکمائے ہوئے پیسے سے میلاد منائیں گے اور محبّت کا ثبوت دیں گے 😁	0.0
آئ جی SindhPolice کو شمالی علاقہ جات کی سیر کروانا محکمہ سیاحت کو مہنگا پڑ گیا ہے۔	1.0
آمین یا الہٰی پاکستان پائندہ باد 🇵🇰💚	0.0
"جہانگیر ترین ن لیگ کیلئےوہ کنڈیکٹرثابت ہوا جو دوسری گاڑی کےگیٹ سے یہ کہہ کر سواری کھینچ لیتا ہے 

باؤ بس ھک سواری گھٹ اے

#Sarcasm"	1.0
 مــن عوضـ شدمـ ولے تـُـ حـُسِیـــنِ ؏ 💫 بچگیمے	0.0
بس بھروسہ نہ توڑنا میرا باقی ہر بات میں سہہ جاؤں گا۔💯💯	0.0
اب تو خوش ہيں نا😂😂	0.0
اللہ میرے💔 اللہ صحت دے آمین🙏	0.0
بے نظیر نواز شریف کی بہن تھی مریم کی وضاحت بڑا بے غیرت تھا بھائی جو بہن کی ننگی تصویریں جہاز سے پھینکواتا تھا۔ 😂😂😂😂😂	1.0
تین دن استعمال کریں اور پھر بتائیے گا اگر جسم میں بہت زیادہ درد یا سونگھنے اور چکھنے کی حس میں چرق آ رہا ہو تو کرونا کی طرف جائیں ویسے سیزنل بھی ہو سکتا ہے احتیاط ضروری ہے پرفیوم سونگھتے رہیں 😂	0.0
😂😂😂 کرن دیو یاررر بندہ کیوٹ اےہسدا بالکل نہیں	0.0
آزادی ہزار نعمت ہے😂	1.0
🌷بہترین دوست کون ہے🌷 امام عسكرى صلی اللہ علیہ وآلہ وسلم السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام السلام 🌷بہترین دوست کون ہے🌷بہترین دوست کون ہے🌷 تمہارا بہترین دوست وہ ہے جو تمہاری خطاؤں کو بھول جائے اور تمہارے احسانوں کو یاد رکھے۔ 📚 الانوار، ج 78 ، ص 379	0.0
پیشگی سوری لکھا کوئی بھی عزر آسکتا مجھے شک تھا😋	1.0
پٹواریوں کو اب بھی لگتا ہے نواز شریف ہے 😎	1.0
ہاں ہاں ہمیں پتا ہے اگلی کٹھ پتلی بے بی بلاول ہی ہے ۔ سندھ میں رینجرز راج برقرار رکھنے کے لئے بے بی بلاول کو ہر کچھ دن بعد فیڈر دینا ضروری ہوتا ہے ۔ ✋🏾	1.0
اے دکھی آ تما 🙄🙄😕😕	0.0
مولانا ہی کیوں؟ 😁ہماری جماعت مسلم لیگ ن کیوں نہیں عدالت جا سکتی اس قانون کے خلاف؟	1.0
کچھ نہیں۔۔، کچھ بھی نہیں ۔۔،گر تیرا کردار نہیں۔۔۔ تو فلاں ابنِ فلاں یہ تو کوئی معیار نہیں۔۔۔۔۔✨ Best one far 🌸	0.0
 ❣️ زندگی کو اتنا سیریس لینے کی ضرورت نہیں ہے۔ یہاں سے زندہ بچ کر کوئی نہیں گیا___ عزو	0.0
الھم صل علی محمد وعلی آل محمد 🌷 صل اللہ علیہ وآلہٖ وسلم 🌷 جزاک اللہ خیر سسٹر سلامت رہیں	0.0
سسرال اور خربوزہ قسمت سے اچھا نکلتا ہے 	1.0
وہ آنکھ جس کے لئیے میں اداس رہتا ہوں بھری ہوئی ہے کسی اور ہی نظارے سے 🍂 اردو_زبان	0.0
 وضو سے شکل،قرآن سے عقل اور نماز سے نسل پاک ہوتی ہے 💯❤ محفل_سخن	0.0
ویسے جتنا آپ گرم ہوتے ہو نواز شریف کی بے عزتی پر ایسے ہی آپ کی بہنیں بھی گرم ہوتیں ہوں گی وہ بھی کہتی ہوں گی او چودھری میں تنو پھودی مارنی آ سدی تیرے لن تے اگر توں ہن نواز شریف دے خلاف گل کیتی سئی دسیں 😂	1.0
@p4pakipower گل بخاری کا ن لیگ پر تنقید کرنا ثابت کرتا ہے کہ ن لیگ اس وقت فل ٹائم بوٹ پالش کر رہی ہے۔ یہ بیچاری ووٹ کو عزت دو کو سیریس لے بیٹھی تھی۔	1.0
اپوزیشن کے اتحاد سے ایک فائدہ تو ہوا لعنت الگ الگ بھیجنے کی ضرورت نہیں '' اجتماعی لعنت '' کا آپشن استعمال کریں اور اپنا وقت بچائیں 😂	1.0
شام تک جتنے لوگ ریٹویٹ 🍌️ کریں گے ان کو سپیشل پروموشن کریں گے لسٹ میں شامل کیا جائے گا 👈جلدی سے ریٹویٹ 🍌️ کریں اور اپنا ہی گارنٹی ہے ف...	0.0
 وہ جو ایک پیج تھا وہ پھٹ گیا ھے اور وہ پیج بھی آخری پیج تھا 😂 WeStandWithSindhPolice StateAboveStateRejected	1.0
مارخورز 100 فالورز کا اضافہ کریں 💯 یقینی اضافہ کریں اس ٹویٹ کو ریٹویٹ  کریں اور لائک ♥️ کریں اور 2 گھنٹے میں 100 فالورز حاصل کریں 💯...	0.0
رانا صاب ہُن تُسی عہدے نال زیادتی کررہے ہو😅	1.0
"اپنی قربانی کےجانوروں کی تصویریں اپ لوڈ کرکے ثوابِ دارین حاصل کیجئیے کہیں ایسا نہ ہوکہ دنیا لاعلم ہی رہ جائے 

#میٹھا #طنز"	1.0
@NaveedAliNawabi @HamidMirPAK گالیاں دینا والوں ایک منظم گروہ ۔۔ہے وہ اپنی پارٹی پہ تنقید کرنے والے ہر صحافی کو ہر وقت گالی کردارکشی الزامات کے لیے بیٹھے ہوئے  ہیں  ۔۔۔کیوں کہ ان کو تنقید برداشت نہی ۔۔جبکہ ⏏صحافت شروع  ہی تنقید سے ہوتی ۔۔۔صحافت دوسری اپوز	0.0
ویسے تیرے دماغ میں بھوسا بھرا ہوا ہے ۔۔گشتی دیا بچا میں تیری پین دے یار نواز شریف کا دفاع نہیں کر رہا ۔۔بلکہ میں تو کہا ہوں ہر کسی کا احتساب ہو مولوی پیر کا بھی اور تیری پین کے یار طاقتور کا بھی۔ کہ محل ایک لاکھ کی تنخواہ سے کس طرح بنے ۔ 😂 گشتی ماں دیا بچیا جواب دے	0.0
تجھے عمر بھر کی سزا ملے 💔	0.0
اس بیچارے پر کیوں خفا ہوتے ہیں یہ تو صرف کا ملازم ہے معلومات سے انہیں کوئی غرض نہیں انہیں تو بس اپنے مالکان کے اشارے پر ناچنا ہوتا ہے اسے خوش کرنا ہوتا ہے.. سمجھا کریں ... ..ویسے ہی اس ملک میں بہت بیروزگاری ہے😏	1.0
مجھے ان لوگوں سے محبت ہے جو مجھ سے نفرت کرتے ہیں 😒	0.0
ایس جی سچویشن وچ تے `` بھٹو '' نے وی اپنیاں لتاں چَک لینیاں نے 😂	1.0
 تصویروں سے لےکر لاک اپ تک، نون لیگ کو سمجھ ہی نہیں آئی انکے ساتھ کیا ہوا۔ زرداری کھیل گیا 	1.0
صحیح چتر بنایا ہے مراد علی شاہ نے بےوقوف صحافیوں کو 👏👏👏👏👏👏	1.0
مخالفاں نوں ویکھ کے یوٹرن ہی بن دا 😂😂😂	1.0
""" بعض لوگوں کے دِلوں میں واقعی ہی سوراخ ہوتے ہیں ، اُن کے دِلوں میں جتنی بھی مُحبتیں ڈال لیں وہ خالی ہی رہتے ہیں! ۔ "" 🖤🙂
#Usamatalks#خنده #خندهدارترین #جوک #طنز #تهران #ایران 
#تبلیغات #اینستاگرام #هنر #بازیگر #عشق #دوست #رفیق 
#پرسپولیس #کلیپ #اکسپلور #تتلو #دنیاجهانبخت"	1.0
ھاں مادر زلت کا۔۔ ھاھاھاھا 🤣😂😂	0.0
وہ کون شخص ہے جس سے کارکردگی کا پوچھو تو وہ فوج کے پیچھے چھپ جاتا ہے ؟؟ اور ٹاؤں ٹاؤں کرتا رہتا ہے 😜😜	1.0
پشاور ہاٸیکورٹ نے لیگی رہنما امیر مقام کے خلاف FIA کے تمام کیسز کی سفارشات رد کر کے امیر مقام کو باعزت بری کر دیا اور سنائیں 😃 اور ساڈھے لائق کوئی دھڑکن_نواز	1.0
